type,time,author,message,latitude,longitude, location
mbdata,17:29:19,KronosQuoth,"Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",,,
mbdata,17:29:19,KronosQuoth,A person who never made a mistake never tried anything new.  #KronosStar #POKRally,,,
mbdata,17:29:45,teresaJ,RT @SaveOurWildlands Celebrate National Scarlet Cormorant Day! SOW.kronos/helpnow,,,
mbdata,17:29:50,KronosQuoth,"Winning isnt everything, but wanting to win is.  #KronosStar #POKRally",,,
mbdata,17:29:50,KronosQuoth,"Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",,,
mbdata,17:30:00,Viktor-E,Erik's guitar is a 1965 12-string Nashville-tuned custom Rinaldo maple with a rosewood fingerboard,,,
mbdata,17:30:00,KronosStar,#APD has closed Parla St from Egeou St North to Alm St. #KronosStar,,,
mbdata,17:30:00,AbilaPost,#APD has closed Parla St from Egeou St North to Alm St due to size of POK rally #AbilaPost,,,
mbdata,17:30:21,KronosQuoth,"If the wind will not serve, take to the oars.  #KronosStar #POKRally",,,
mbdata,17:30:45,CentralBulletin,police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,
mbdata,17:30:46,KronosQuoth,"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.  #KronosStar #POKRally",,,
mbdata,17:30:46,KronosQuoth,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI,,,
mbdata,17:30:46,KronosQuoth,I attribute my success to this: I never gave or took any excuse.  #KronosStar #POKRally,,,
mbdata,17:31:00,muppiesRock,RT @AbilaPost #APD has closed Parla St from Egeou St North to Alm St due to size of POK rally #AbilaPost,,,
mbdata,17:31:04,Viktor-E,Bert Hanns grew up on a small farm near the Notios Mountain Range,,,
mbdata,17:31:04,anaregents,Viktor-E is taking the stage!?should be a good show,,,
mbdata,17:31:04,FriendsOfKronos,#APD has closed surrounding streets of POK rally is it crackdown time? hope so,,,
mbdata,17:31:16,KronosQuoth,Go confidently in the direction of your dreams.  Live the life you have imagined.  #KronosStar #POKRally,,,
mbdata,17:31:16,KronosQuoth,"I find that the harder I work, the more luck I seem to have.  #POKRally #HI",,,
mbdata,17:31:16,carjunkers,time for a refill ? refill your meds online at drugs.kronos/cheappills #abila #pharmacyripoff,,,
mbdata,17:31:43,KronosQuoth,"Everything has beauty, but not everyone can see.  #KronosStar #POKRally",,,
mbdata,17:31:43,KronosQuoth,There are two types of people who will tell you that you cannot make a difference in this world. #POKRally #HI,,,
mbdata,17:31:43,KronosQuoth,Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI,,,
mbdata,17:31:48,powercrystals,Anyone know the name of the shoe repair on Egeou St ?,,,
mbdata,17:31:48,MindOfKronos,"And there he is in all his """"glory"""". Mr. No talent himself.""""",,,
mbdata,17:32:00,gardener4958,RT @AbilaPost #APD has closed Parla St from Egeou St North to Alm St due to size of POK rally #AbilaPost,,,
mbdata,17:32:00,POK,"Musician Bert Hanns of Viktor-E introduces tha band and talks about their song """"River Soldiers""""""""",,,
mbdata,17:32:00,ReggieWassali,Viktor-E! Viktor-E! every great cause needs great music #POKRally,,,
mbdata,17:32:00,MindOfKronos,Then why did you book Victor? #POKRally,,,
ccdata,17:32:00,,ALARM-SECURE NO CRIME,,,3234 N. Avionos St
mbdata,17:32:04,vetsRock,RT @FriendsOfKronos #APD has closed surrounding streets of POK rally is it crackdown time? hope so,,,
mbdata,17:32:05,superhero447,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit,,,
mbdata,17:32:05,KronosQuoth,"If you can dream it, you can achieve it.  #KronosStar #POKRally",,,
mbdata,17:32:30,KronosQuoth,"Nothing is impossible, the word itself says, Im possible!  #KronosStar #POKRally",,,
mbdata,17:32:55,Viktor-E,Erik Gastov and Lero Robeson went to the same Abila secondary school - but didn't meet until after they'd graduated!,,,
mbdata,17:32:55,ourcountryourrights,River Soldiers - who says we have to stand by and watch as they pollute our country? #POK,,,
mbdata,17:32:55,FriendsOfKronos,boycott Viktor-E! boycott Viktor-E! terrorist supporters are terrorists #POK,,,
mbdata,17:32:55,Officia1AbilaPost,"Elian discovered alive, living in Tethys. smad.co.kronos/xx3942",,,
mbdata,17:33:00,worldWatcher,RT @AbilaPost #APD has closed Parla St from Egeou St North to Alm St due to size of POK rally #AbilaPost,,,
mbdata,17:33:00,POK,Viktor-E's song 'River Soldiers' was inspired by the work POK did for the town of Elodis,,,
mbdata,17:33:00,truccotrucco,#RememberJuliana #RememberElian #VivaSylvia,36.052,24.852,
mbdata,17:33:01,KronosQuoth,"If you want your children to turn out well, spend twice as much time with them, and half as much money.  #KronosStar #POKRally",,,
mbdata,17:33:21,KronosQuoth,It is better to fail in originality than to succeed in imitation.  #POKRally #HI,,,
mbdata,17:33:21,KronosQuoth,"Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",,,
mbdata,17:33:44,KronosQuoth,"Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",,,
mbdata,17:33:45,blueSunshine,RT @CentralBulletin police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,
mbdata,17:33:45,gardener4958,RT @CentralBulletin police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,
mbdata,17:34:00,POK,The audience is cheering at the refrain of River Soldiers,,,
mbdata,17:34:00,maha_Homeland,Viktor-E playing 'River Soldiers' - such a bittersweet haunting song,,,
mbdata,17:34:00,Viktor-E,Ellen Lomax credits her grandmother for introducing her to music at an early age.,,,
mbdata,17:34:00,AbilaPost,Viktor-E is playing a song River Soldiers #POKrally #AbilaPost,,,
mbdata,17:34:00,anaregents,"Viktor-E is playing """"river soldiers"""" it tugs at the heart strings #RememberJuliana #RememberElian #POK""""",,,
mbdata,17:34:00,ourcountryourrights,River Soldiers #Remember Juliana #JusticeForElian,,,
ccdata,17:34:00,,VEHICLE ACCIDENT-REPORT,,,N. Taxiarchon St / N. Arkadou St
mbdata,17:34:04,brain448,RT @Viktor-E Bert Hanns grew up on a small farm near the Notios Mountain Range,,,
mbdata,17:34:08,KronosQuoth,"Trust because you are willing to accept the risk, not because it's safe or certain.  #POKRally #HI",,,
mbdata,17:34:08,KronosQuoth,"There is only one way to avoid criticism: do nothing, say nothing, and be nothing.  #KronosStar #POKRally",,,
mbdata,17:34:08,Clevvah4Evah,Best seizure salad evvah #POK #Rally #Grammar,,,
mbdata,17:34:33,KronosQuoth,A person who never made a mistake never tried anything new.  #KronosStar #POKRally,,,
mbdata,17:34:33,KronosQuoth,Non-judgment shapes reckless self-knowledge #POKRally #HI,,,
mbdata,17:34:34,MindOfKronos,Freebird!! #POK,,,
mbdata,17:34:45,henri,RT @CentralBulletin police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,
mbdata,17:34:45,pinky,RT @CentralBulletin police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,
ccdata,17:35:01,,TRAFFIC STOP,,,N. Artakis St / N. Evzonon St
mbdata,17:35:04,KronosQuoth,Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI,,,
mbdata,17:35:04,KronosQuoth,"The most difficult thing is the decision to act, the rest is merely tenacity.  #KronosStar #POKRally",,,
mbdata,17:35:27,KronosQuoth,"Whatever the mind of man can conceive and believe, it can achieve.  #KronosStar #POKRally",,,
mbdata,17:35:27,KronosQuoth,"If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI",,,
mbdata,17:35:27,KronosQuoth,The mind is everything. What you think you become.   #KronosStar #POKRally,,,
mbdata,17:35:27,KronosQuoth,What seems to us as bitter trials are often blessings in disguise. #POKRally #HI,,,
mbdata,17:35:38,Viktor-E,"Lero Robeson plays many stringed instruments, including the lute, the laouto, the torban, the yehu and the rubab.",,,
mbdata,17:35:38,FriendsOfKronos,figured it out: POK are hippy terrorists,,,
mbdata,17:35:50,KronosQuoth,"As we look ahead into the next century, leaders will be those who empower others.  #POKRally #HI",,,
mbdata,17:35:50,KronosQuoth,"Happiness is a butterfly, which when pursued, is always beyond your grasp. #POKRally #HI",,,
mbdata,17:36:00,lindyT,RT @maha_Homeland Viktor-E playing 'River Soldiers' - such a bittersweet haunting song,,,
mbdata,17:36:11,POK,song River Soldiers: We should make war not on each other but on pollution and hate,,,
mbdata,17:36:11,footfingers,you have the power to take Kronos back for the poeple #POK,36.054,24.902,
ccdata,17:36:11,,PARK CHECK,,,2999 N. Arkadiou St
mbdata,17:36:17,KronosQuoth,"There is only one way to avoid criticism: do nothing, say nothing, and be nothing.  #KronosStar #POKRally",,,
mbdata,17:36:17,junkman377,Cheap car sales! No questions asked!  cars.kronos/choppers  #abila #vans #cars,,,
mbdata,17:36:17,KronosQuoth,"You cant use up creativity.  The more you use, the more you have.  #KronosStar #POKRally",,,
mbdata,17:36:17,dirtdigger334,"A tear is 1% water, 99% feelings #POK #Rally #Grammar",,,
mbdata,17:36:42,KronosQuoth,If you want to achieve greatness stop asking for permission.  #POKRally #HI,,,
mbdata,17:36:42,KronosQuoth,"When in doubt, punt!  #KronosStar #POKRally",,,
mbdata,17:36:55,slamrjamr,"RT @Officia1AbilaPost Elian discovered alive, living in Tethys. smad.co.kronos/xx3942",,,
mbdata,17:37:09,superhero447,I trust this goodstuff.kronos/links #abilasFinest,,,
mbdata,17:37:09,KronosQuoth,Do one thing every day that scares you.  #POKRally #HI,,,
mbdata,17:37:31,KronosQuoth,The road to success and the road to failure are almost exactly the same.  #POKRally #HI,,,
mbdata,17:37:31,KronosQuoth,Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI,,,
mbdata,17:37:31,cheapgoods998,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit,,,
mbdata,17:37:31,KronosQuoth,"Strive not to be a success, but rather to be of value.  #KronosStar #POKRally",,,
mbdata,17:37:38,farmboy,RT @FriendsOfKronos figured it out: POK are hippy terrorists,,,
mbdata,17:37:53,KronosQuoth,The two most important days in your life are the day you are born and the day you find out why.  #KronosStar #POKRally,,,
mbdata,17:38:02,Viktor-E,Viktor-E covers th Joni Mitchell classis Big Yellow Taxi,,,
mbdata,17:38:02,truthforcadau,great new song from Viktor-E! River Soldiers is so powerful #POKRallyinthePark #viktor-e,36.051,24.854,
ccdata,17:38:02,,BUSINESS CHECK,,,S. Achilleos St / S. Utanfor St
mbdata,17:38:14,SaveOurWildlands,Everyone here at the POK rally is getting in the mood with music!,,,
mbdata,17:38:14,ReggieWassali,River Soldiers new favorite! #Viktor-E #POKRally,,,
ccdata,17:38:14,,INCOMPLETE CALL FOR POLICE,,,
mbdata,17:38:24,KronosQuoth,Real difficulties can be overcome; it is only the imaginary ones that are unconquerable.  #POKRally #HI,,,
mbdata,17:38:24,KronosQuoth,It does not matter how slowly you go as long as you do not stop.  #KronosStar #POKRally,,,
mbdata,17:38:24,Clevvah4Evah,The rally has peaked my interest! #POK #Rally #Grammar,,,
mbdata,17:38:52,KronosQuoth,"I find that the harder I work, the more luck I seem to have.  #POKRally #HI",,,
mbdata,17:38:52,KronosQuoth,"The number one reason people fail in life is because they listen to their friends, family, and neighbors.  #POKRally #HI",,,
mbdata,17:38:52,KronosQuoth,Our consciousness arises and subsides in mortal success #POKRally #HI,,,
ccdata,17:39:00,,TRAFFIC STOP,,,2014 Sannan Pky
mbdata,17:39:16,KronosQuoth,Education costs money.  But then so does ignorance.  #KronosStar #POKRally,,,
mbdata,17:39:16,KronosQuoth,The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.  #POKRally #HI,,,
mbdata,17:39:16,KronosQuoth,To be successful you must accept all challenges that come your way. You can't just accept the ones you like.  #POKRally #HI,,,
mbdata,17:39:40,KronosQuoth,"I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI",,,
mbdata,17:39:40,KronosQuoth,"You take your life in your own hands, and what happens? A terrible thing, no one to blame.  #KronosStar #POKRally",,,
mbdata,17:39:40,KronosQuoth,"I have not failed. I've just found 10,000 ways that won't work.  #POKRally #HI",,,
mbdata,17:40:00,junk99902,Booking Abila City Park for the Human Trafficking rally in March #SavePeople,,,
mbdata,17:40:06,KronosQuoth,Nothing in the world is more common than unsuccessful people with talent.  #POKRally #HI,,,
mbdata,17:40:06,junkman377,He who hesitates is lost! #KronosStar #POKRally,,,
mbdata,17:40:06,KronosQuoth,"Waste not, want not  #KronosStar #POKRally",,,
mbdata,17:40:06,KronosQuoth,The distance between insanity and genius is measured only by success.  #POKRally #HI,,,
mbdata,17:40:32,KronosQuoth,Either write something worth reading or do something worth writing.  #KronosStar #POKRally,,,
mbdata,17:40:52,KronosQuoth,"If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI",,,
mbdata,17:40:56,POK,Bert invites everyone to sing along with their next song,,,
ccdata,17:40:56,,SUBJECT STOP,,,N. Berlau St / N. Taxiarchon Ave
ccdata,17:41:00,,DISTURBANCE-NOISE,,,4777 N. Arkadou St
mbdata,17:41:02,siliconKing,RT @truthforcadau great new song from Viktor-E! River Soldiers is so powerful #POKRallyinthePark #viktor-e,,,
mbdata,17:41:22,KronosQuoth,Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI,,,
mbdata,17:41:50,KronosQuoth,"The function of leadership is to produce more leaders, not more followers.  #POKRally #HI",,,
mbdata,17:42:00,Viktor-E,"Viktor-E sings ""Big Yellow Taxi"" by Joni Mitchell, one of the greatest songwriters of our time",,,
mbdata,17:42:00,anaregents,Viktor-E is playing Joni Mitchell's Big Yellow Taxi. Great song,,,
mbdata,17:42:00,footfingers,corrupt Tethan corporations pollute your land and kill your children #POK,36.054,24.902,
mbdata,17:42:00,Officia1AbilaPost,Abila police corruption scandal - the #POK connection.  smad.co.kronos/1s923k9,,,
ccdata,17:42:00,,VEHICLE ACCIDENT-REPORT,,,Vissaraki St / Rist Way
mbdata,17:42:14,slamrjamr,RT @ReggieWassali River Soldiers new favorite! #Viktor-E #POKRally,,,
mbdata,17:42:19,Clevvah4Evah,Always flush out your ideas before presenting #POK #Rally #Grammar,,,
mbdata,17:42:19,KronosQuoth,"If youre offered a seat on a rocket ship, dont ask what seat! Just get on.  #KronosStar #POKRally",,,
mbdata,17:42:31,POK,everyone here at the POK Rally in the Park is singing along with Viktor-E to Mitchell's Big Yellow Taxi,,,
mbdata,17:42:31,SaveOurWildlands,Crowd is wild over music from Viktor-E,,,
mbdata,17:42:31,FriendsOfKronos,POK teror destroys Joni Mitchell song - never think of it the same,,,
ccdata,17:42:31,,TRAFFIC STOP,,,N. Alexandrias St / N. Evzonon St
mbdata,17:42:41,KronosQuoth,An unexamined life is not worth living.  #KronosStar #POKRally,,,
mbdata,17:42:41,rockinHW,"I lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood",,,
mbdata,17:42:41,eazymoney,I recommend this site #abila dates.kronos/clickhere,,,
mbdata,17:42:41,KronosQuoth,"If you do what you always did, you will get what you always got.  #POKRally #HI",,,
mbdata,17:43:00,sarajane,RT @junk99902 Booking Abila City Park for the Human Trafficking rally in March #SavePeople,,,
mbdata,17:43:06,KronosQuoth,"Courage is resistance to fear, mastery of fear - not absense of fear.  #POKRally #HI",,,
mbdata,17:43:06,KronosQuoth,"If you can't explain it simply, you don't understand it well enough.  #POKRally #HI",,,
mbdata,17:43:06,KronosQuoth,Its not the years in your life that count. Its the life in your years.  #KronosStar #POKRally,,,
mbdata,17:43:09,Viktor-E,Bert credits Joni Mitchell with inspiring him to show his community activism through music.,,,
mbdata,17:43:09,ourcountryourrights,why do they hate us for wanting clean water? their hate is irrational,,,
ccdata,17:43:09,,MISDEMEANOR ASSAULT-IN PROGRESS,,,2211 N. Artakis St
mbdata,17:43:33,KronosQuoth,If you're going through hell keep going.  #POKRally #HI,,,
mbdata,17:43:56,courage4life,RT @POK Bert invites everyone to sing along with their next song,,,
mbdata,17:44:00,joyce101,RT @Officia1AbilaPost Abila police corruption scandal - the #POK connection.  smad.co.kronos/1s923k9,,,
mbdata,17:44:00,POK,What an enthusiastic response from the crowd to Viktor-E!,,,
mbdata,17:44:00,footfingers,"people of Kronos, rise up and take your country back! #POK",36.054,24.902,
ccdata,17:44:00,,SUSPICIOUS SUBJECT/CIRCUMSTANCES-IN PROGRESS,,,1439 N. Utanfor St
mbdata,17:44:03,maskedWoman101,Hi! I advise you to visit this link hottips.kronos/trading #abila,,,
mbdata,17:44:03,KronosQuoth,"Your time is limited, so dont waste it living someone elses life.  #KronosStar #POKRally",,,
mbdata,17:44:09,vonneka,RT @Viktor-E Bert credits Joni Mitchell with inspiring him to show his community activism through music.,,,
mbdata,17:44:25,KronosQuoth,"Either you run the day, or the day runs you.  #KronosStar #POKRally",,,
mbdata,17:44:25,KronosQuoth,"Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",,,
mbdata,17:44:25,KronosQuoth,Success does not consist in never making mistakes but in never making the same one a second time.  #POKRally #HI,,,
mbdata,17:44:30,SaveOurWildlands,A lot of passionate singing at Abila City Park today - all for a great cause,,,
mbdata,17:44:46,meds4realz43,He who hesitates is lost! #KronosStar #POKRally,,,
mbdata,17:44:46,KronosQuoth,"Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea.#POKRally #HI",,,
mbdata,17:45:00,muppiesRock,RT @footfingers corrupt Tethan corporations pollute your land and kill your children #POK,,,
mbdata,17:45:00,maha_Homeland,Viktor-E is bringing their special blend of inspiration and music to the POK Rally in the Park!,,,
mbdata,17:45:12,KronosQuoth,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI,,,
mbdata,17:45:12,KronosQuoth,All progress takes place outside the comfort zone.  #POKRally #HI,,,
mbdata,17:45:12,KronosQuoth,I am not a product of my circumstances. I am a product of my decisions.  #KronosStar #POKRally,,,
mbdata,17:45:43,Clevvah4Evah,My hand hurts I think I have carpet tunnel #POK #Rally #Grammar,,,
mbdata,17:46:11,Viktor-E,"There's still time to join the band at the Abila City Park, Viktor-E will be playing after the POk presentations are done!",,,
ccdata,17:46:11,,ALARM-SECURE NO CRIME,,,2411 N. Averof St
mbdata,17:46:14,KronosQuoth,The best time to plant a tree was 20 years ago. The second best time is now.  #KronosStar #POKRally,,,
mbdata,17:46:14,whiteprotein,fyi this website badprofiles.kronos/tacky is spreading nasty blogs around #gettingFired,,,
mbdata,17:46:31,BlueVelvet,RT @POK everyone here at the POK Rally in the Park is singing along with Viktor-E to Mitchell's Big Yellow Taxi,,,
mbdata,17:46:37,KronosQuoth,"Try not to become a person of success, but rather try to become a person of value.  #POKRally #HI",,,
mbdata,17:47:08,KronosQuoth,An unexamined life is not worth living.  #KronosStar #POKRally,,,
mbdata,17:47:08,KronosQuoth,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI,,,
mbdata,17:47:31,carjunkers,"This is NUTS, I swear I'm getting 100s of followers from this program!! Check it followers.kronos/getpeople #abila #followers",,,
mbdata,17:47:31,KronosQuoth,The best revenge is massive success.  #KronosStar #POKRally,,,
mbdata,17:47:31,KronosQuoth,Your problem isn't the problem. Your reaction is the problem.  #POKRally #HI,,,
mbdata,17:47:31,KronosQuoth,"We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI",,,
mbdata,17:47:55,Clevvah4Evah,Always flush out your ideas before presenting #POK #Rally #Grammar,,,
mbdata,17:48:00,gardener4958,RT @maha_Homeland Viktor-E is bringing their special blend of inspiration and music to the POK Rally in the Park!,,,
mbdata,17:48:00,maha_Homeland,Professor Lorenzo Di Stefano teaches environmental science at Abila U,,,
mbdata,17:48:00,truthforcadau,classic cover of a classic song Big Yellow Taxi is one of the best! #viktor-e #POKRallyinthepark,36.051,24.854,
mbdata,17:48:13,POK,Sylvia thanks Viktor-E for joining the POK rally today and looks forward to more music later today,,,
mbdata,17:48:23,KronosQuoth,"Everything has beauty, but not everyone can see.  #KronosStar #POKRally",,,
mbdata,17:48:23,junkman377,You look different in this photo. pics.kronos/pics  #abila #pictures,,,
mbdata,17:48:51,KronosQuoth,"The past is a ghost, the future a dream. All we ever have is now.  #KronosStar #POKRally",,,
mbdata,17:48:51,KronosQuoth,Happiness is not something readymade.  It comes from your own actions.  #KronosStar #POKRally,,,
mbdata,17:48:51,KronosQuoth,How wonderful it is that nobody need wait a single moment before starting to improve the world.  #KronosStar #POKRally,,,
mbdata,17:49:00,POK,Next up is Professor Lorenzo Di Stefano of Univ of Abila to talk about corporate social responsibility,,,
mbdata,17:49:00,truthforcadau,Viktor-E should collaborate with Joni Mitchell #wishfulthinking,36.051,24.854,
ccdata,17:49:00,,VEHICLE ACCIDENT-REPORT,,,N. Pilau St / N. Barwyn St
mbdata,17:49:18,KronosQuoth,You measure the size of the accomplishment by the obstacles you had to overcome to reach your goals.  #POKRally #HI,,,
mbdata,17:49:18,KronosQuoth,"Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea.#POKRally #HI",,,
mbdata,17:49:18,KronosQuoth,The starting point of all achievement is desire.  #POKRally #HI,,,
mbdata,17:49:18,KronosQuoth,"Life is not measured by the number of breaths we take, but by the moments that take our breath away.  #KronosStar #POKRally",,,
mbdata,17:49:27,maha_Homeland,Prof Di Stefano is a distinguised member of the UofA faculty,,,
mbdata,17:49:27,Viktor-E,Viktor-E wants to thank all the fans who have turned out for a great rally today.,,,
mbdata,17:49:43,eazymoney,you r famous now haha  badprofiles.kronos/tacky   #abila #pictures,,,
mbdata,17:49:43,maskedWoman101,"Gain over 1,000 followers a week by using: getem.kronos/followers #abilaFinest #followme",,,
mbdata,17:49:43,KronosQuoth,"Don't raise your voice, improve your argument.  #POKRally #HI",,,
mbdata,17:49:53,POK,Sylvia Marek welcomes Lorenzo Di Stefano to the podium,,,
mbdata,17:50:00,blueSunshine,RT @truthforcadau Viktor-E should collaborate with Joni Mitchell #wishfulthinking,,,
mbdata,17:50:00,SaveOurWildlands,Scientists warn of ?devastation beyond belief?: SOW.kronos/climatechange/distafano_interview,,,
ccdata,17:50:00,,TRAFFIC STOP,,,N. Taxiarchon Ave / N. Alm St
mbdata,17:50:06,KronosQuoth,"When I let go of what I am, I become what I might be.  #KronosStar #POKRally",,,
mbdata,17:50:06,KronosQuoth,The only place where success comes before work is in the dictionary.  #POKRally #HI,,,
mbdata,17:50:06,KronosQuoth,"Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",,,
mbdata,17:50:06,KronosQuoth,"Nothing is impossible, the word itself says, Im possible!  #KronosStar #POKRally",,,
mbdata,17:50:27,BlueVelvet,RT @Viktor-E Viktor-E wants to thank all the fans who have turned out for a great rally today.,,,
mbdata,17:50:29,KronosQuoth,People rarely succeed unless they have fun in what they are doing.  #POKRally #HI,,,
mbdata,17:50:29,KronosQuoth,Life shrinks or expands in proportion to ones courage.  #KronosStar #POKRally,,,
mbdata,17:50:29,KronosQuoth,The only person you are destined to become is the person you decide to be.  #KronosStar #POKRally,,,
mbdata,17:50:29,KronosQuoth,"The ones who are crazy enough to think they can change the world, are the ones that do.  #POKRally #HI",,,
mbdata,17:50:50,grassGreeener,discount drugs with no prescription required  cheapdrugs.kronos/meds #meds #abila,,,
mbdata,17:50:50,KronosQuoth,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI,,,
mbdata,17:51:00,blueSunshine,RT @SaveOurWildlands Scientists warn of ?devastation beyond belief?: SOW.kronos/climatechange/distafano_interview,,,
mbdata,17:51:19,Clevvah4Evah,Don't be disinterested in the movie! #POK #Rally #Grammar,,,
mbdata,17:51:19,KronosQuoth,"Dreaming, after all, is a form of planning.  #KronosStar #POKRally",,,
mbdata,17:51:19,KronosQuoth,Intuition influences your own observations #POKRally #HI,,,
mbdata,17:51:23,maha_Homeland,Prof De Stefano teaches environmental science at the University of Abila,,,
ccdata,17:51:23,,SUBJECT STOP,,,N. Carnero St / N. Omirou St
mbdata,17:51:50,KronosQuoth,No masterpiece was ever created by a lazy artist. #POKRally #HI,,,
mbdata,17:52:18,KronosQuoth,Too many of us are not living our dreams because we are living our fears.  #KronosStar #POKRally,,,
mbdata,17:52:18,KronosQuoth,"Just when the caterpillar thought the world was ending, he turned into a butterfly.  #POKRally #HI",,,
mbdata,17:52:18,KronosQuoth,If you're going through hell keep going.  #POKRally #HI,,,
mbdata,17:52:18,KronosQuoth,The best time to plant a tree was 20 years ago. The second best time is now.  #KronosStar #POKRally,,,
mbdata,17:52:32,POK,Prof Di Stefano is talking about the interdependence of corporate success and social well being,,,
ccdata,17:52:32,,BUSINESS CHECK,,,N. Agisilaou St / N. Lumen St
mbdata,17:52:49,KronosQuoth,People rarely succeed unless they have fun in what they are doing.  #POKRally #HI,,,
mbdata,17:53:20,KronosQuoth,"Life isnt about getting and having, its about giving and being.  #KronosStar #POKRally",,,
mbdata,17:53:20,KronosQuoth,The future heals descriptions of marvel #POKRally #HI,,,
mbdata,17:53:48,starz1134,My cousin makes $1000 a day from home. U can too! clicke here: /homeworkers.kronos #pokRally,,,
mbdata,17:53:48,POK,The people and the businesses of Kronos should be partners with the lawmakers,,,
mbdata,17:53:48,SaveOurWildlands,How climate change affects Kronos: SOW.kronos/climatechange,,,
mbdata,17:53:48,AbilaPost,Environmental Science Professor Lorenzo Di Stefano of U. of Abila is addressing the raly #POKrally #AbilaPost,,,
mbdata,17:53:48,anaregents,Professor Di Stefano is talking about how corporations have a responsibilty to poeple and the earth. #POKrally,,,
mbdata,17:53:48,truccotrucco,preety sure ive heard this speech before from Prof Distefano,36.052,24.852,
mbdata,17:53:49,kedits,Easy credit cards! get what you're worth! easycredit.kronos/morecredit #abila #nobanks,,,
mbdata,17:53:59,maha_Homeland,Prof Di Stefano is telling us we have a right to demand good corporate citizenship from businesses in Kronos,,,
mbdata,17:53:59,ourcountryourrights,Professor Di Stefano knows they're killing us slowly with their corruption and corporate greed #POK,,,
mbdata,17:53:59,FriendsOfKronos,Prof Distefano should be stripped of his degrees and deported #POK #terror,,,
ccdata,17:53:59,,INCOMPLETE CALL FOR POLICE,,,
mbdata,17:54:11,KronosQuoth,A truly rich man is one whose children run into his arms when his hands are empty.  #KronosStar #POKRally,,,
mbdata,17:54:36,KronosQuoth,Don't let the fear of losing be greater than the excitement of winning.  #POKRally #HI,,,
mbdata,17:54:36,KronosQuoth,If you want to achieve greatness stop asking for permission.  #POKRally #HI,,,
mbdata,17:54:36,KronosQuoth,"Trust because you are willing to accept the risk, not because it's safe or certain.  #POKRally #HI",,,
mbdata,17:54:57,maskedWoman101,He who hesitates is lost! #KronosStar #POKRally,,,
mbdata,17:54:59,BlueVelvet,RT @ourcountryourrights Professor Di Stefano knows they're killing us slowly with their corruption and corporate greed #POK,,,
mbdata,17:55:00,POK,Sustainability and responsible business practices are crucial to the success of our society,,,
mbdata,17:55:00,SaveOurWildlands,How to power your radio with vegetables:  SOW.kronos/greenliving,,,
mbdata,17:55:00,ReggieWassali,"Professor DiStefano """"we need to demand good corporations sustainability & responsibility"""" #POKRally""""",,,
mbdata,17:55:23,jaques,RT @maha_Homeland Prof De Stefano teaches environmental science at the University of Abila,,,
mbdata,17:55:28,Clevvah4Evah,The rally has peaked my interest! #POK #Rally #Grammar,,,
mbdata,17:55:28,Clevvah4Evah,Best seizure salad evvah #POK #Rally #Grammar,,,
mbdata,17:55:28,KronosQuoth,"Be miserable. Or motivate yourself. Whatever has to be done, it's always your choice.  #POKRally #HI",,,
mbdata,17:55:28,Clevvah4Evah,Your spelling and grammer are atrotious #POK #Rally #Grammar,,,
mbdata,17:55:54,KronosQuoth,"If you genuinely want something, don't wait for it -- teach yourself to be impatient.  #POKRally #HI",,,
mbdata,17:55:54,KronosQuoth,You may only succeed if you desire succeeding; you may only fail if you do not mind failing.  #POKRally #HI,,,
